FeatureCode,DateCode,Measurement,Units,Value,Industry Sector (SIC 07),Export Destination
S92000003,2006,Count,million pounds (GBP),415,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2005,Count,million pounds (GBP),390,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2003,Count,million pounds (GBP),190,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2012,Count,million pounds (GBP),225,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2005,Count,million pounds (GBP),255,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2009,Count,million pounds (GBP),400,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2007,Count,million pounds (GBP),345,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2004,Count,million pounds (GBP),205,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2011,Count,million pounds (GBP),580,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2014,Count,million pounds (GBP),795,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2002,Count,million pounds (GBP),205,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2015,Count,million pounds (GBP),750,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2014,Count,million pounds (GBP),175,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2004,Count,million pounds (GBP),335,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2016,Count,million pounds (GBP),1615,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2007,Count,million pounds (GBP),465,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2008,Count,million pounds (GBP),1035,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2006,Count,million pounds (GBP),475,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2013,Count,million pounds (GBP),1375,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2016,Count,million pounds (GBP),685,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2008,Count,million pounds (GBP),510,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2012,Count,million pounds (GBP),695,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2010,Count,million pounds (GBP),535,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2012,Count,million pounds (GBP),475,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2009,Count,million pounds (GBP),565,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2010,Count,million pounds (GBP),11890,Total Manufacturing,Rest of UK
S92000003,2004,Count,million pounds (GBP),12755,Total Manufacturing,International
S92000003,2010,Count,million pounds (GBP),6805,Total Manufacturing,EU
S92000003,2011,Count,million pounds (GBP),15580,Total Manufacturing,International
S92000003,2008,Count,million pounds (GBP),10710,Total Manufacturing,Rest of UK
S92000003,2007,Count,million pounds (GBP),12735,Total Manufacturing,International
S92000003,2006,Count,million pounds (GBP),12135,Total Manufacturing,International
S92000003,2009,Count,million pounds (GBP),13055,Total Manufacturing,International
S92000003,2002,Count,million pounds (GBP),14860,Total Manufacturing,International
S92000003,2005,Count,million pounds (GBP),11950,Total Manufacturing,International
S92000003,2017,Count,million pounds (GBP),8760,Total Manufacturing,Non-EU
S92000003,2004,Count,million pounds (GBP),7115,Total Manufacturing,EU
S92000003,2010,Count,million pounds (GBP),25700,Total Manufacturing,Total
S92000003,2017,Count,million pounds (GBP),17610,Total Manufacturing,International
S92000003,2016,Count,million pounds (GBP),26555,Total Manufacturing,Total
S92000003,2007,Count,million pounds (GBP),22950,Total Manufacturing,Total
S92000003,2014,Count,million pounds (GBP),25920,Total Manufacturing,Total
S92000003,2015,Count,million pounds (GBP),7665,Total Manufacturing,EU
S92000003,2015,Count,million pounds (GBP),11065,Total Manufacturing,Rest of UK
S92000003,2017,Count,million pounds (GBP),8850,Total Manufacturing,EU
S92000003,2007,Count,million pounds (GBP),10215,Total Manufacturing,Rest of UK
S92000003,2002,Count,million pounds (GBP),8625,Total Manufacturing,EU
S92000003,2013,Count,million pounds (GBP),7925,Total Manufacturing,EU
S92000003,2014,Count,million pounds (GBP),11015,Total Manufacturing,Rest of UK
S92000003,2006,Count,million pounds (GBP),6435,Total Manufacturing,EU
S92000003,2012,Count,million pounds (GBP),11440,Total Manufacturing,Rest of UK
S92000003,2008,Count,million pounds (GBP),7470,Total Manufacturing,EU
S92000003,2016,Count,million pounds (GBP),7605,Total Manufacturing,EU
S92000003,2002,Count,million pounds (GBP),9070,Total Manufacturing,Rest of UK
S92000003,2014,Count,million pounds (GBP),6975,Total Manufacturing,EU
S92000003,2005,Count,million pounds (GBP),6085,Total Manufacturing,EU
S92000003,2007,Count,million pounds (GBP),6580,Total Manufacturing,EU
S92000003,2013,Count,million pounds (GBP),11250,Total Manufacturing,Rest of UK
S92000003,2011,Count,million pounds (GBP),8245,Total Manufacturing,EU
S92000003,2017,Count,million pounds (GBP),10760,Total Manufacturing,Rest of UK
S92000003,2009,Count,million pounds (GBP),6700,Total Manufacturing,EU
S92000003,2016,Count,million pounds (GBP),10590,Total Manufacturing,Rest of UK
S92000003,2003,Count,million pounds (GBP),13795,Total Manufacturing,International
S92000003,2008,Count,million pounds (GBP),13710,Total Manufacturing,International
S92000003,2016,Count,million pounds (GBP),15965,Total Manufacturing,International
S92000003,2015,Count,million pounds (GBP),15920,Total Manufacturing,International
S92000003,2010,Count,million pounds (GBP),13810,Total Manufacturing,International
S92000003,2013,Count,million pounds (GBP),16220,Total Manufacturing,International
S92000003,2012,Count,million pounds (GBP),7620,Total Manufacturing,EU
S92000003,2004,Count,million pounds (GBP),8805,Total Manufacturing,Rest of UK
S92000003,2006,Count,million pounds (GBP),8870,Total Manufacturing,Rest of UK
S92000003,2003,Count,million pounds (GBP),7875,Total Manufacturing,EU
S92000003,2005,Count,million pounds (GBP),9015,Total Manufacturing,Rest of UK
S92000003,2009,Count,million pounds (GBP),11085,Total Manufacturing,Rest of UK
S92000003,2011,Count,million pounds (GBP),11385,Total Manufacturing,Rest of UK
S92000003,2012,Count,million pounds (GBP),27100,Total Manufacturing,Total
S92000003,2013,Count,million pounds (GBP),27470,Total Manufacturing,Total
S92000003,2007,Count,million pounds (GBP),6155,Total Manufacturing,Non-EU
S92000003,2013,Count,million pounds (GBP),8295,Total Manufacturing,Non-EU
S92000003,2011,Count,million pounds (GBP),7335,Total Manufacturing,Non-EU
S92000003,2008,Count,million pounds (GBP),24420,Total Manufacturing,Total
S92000003,2015,Count,million pounds (GBP),8255,Total Manufacturing,Non-EU
S92000003,2005,Count,million pounds (GBP),20965,Total Manufacturing,Total
S92000003,2009,Count,million pounds (GBP),24145,Total Manufacturing,Total
S92000003,2006,Count,million pounds (GBP),5700,Total Manufacturing,Non-EU
S92000003,2014,Count,million pounds (GBP),14910,Total Manufacturing,International
S92000003,2012,Count,million pounds (GBP),8040,Total Manufacturing,Non-EU
S92000003,2012,Count,million pounds (GBP),15660,Total Manufacturing,International
S92000003,2009,Count,million pounds (GBP),6355,Total Manufacturing,Non-EU
S92000003,2015,Count,million pounds (GBP),26980,Total Manufacturing,Total
S92000003,2016,Count,million pounds (GBP),8360,Total Manufacturing,Non-EU
S92000003,2014,Count,million pounds (GBP),7930,Total Manufacturing,Non-EU
S92000003,2003,Count,million pounds (GBP),22710,Total Manufacturing,Total
S92000003,2004,Count,million pounds (GBP),21565,Total Manufacturing,Total
S92000003,2010,Count,million pounds (GBP),7005,Total Manufacturing,Non-EU
S92000003,2008,Count,million pounds (GBP),6235,Total Manufacturing,Non-EU
S92000003,2005,Count,million pounds (GBP),5865,Total Manufacturing,Non-EU
S92000003,2011,Count,million pounds (GBP),26965,Total Manufacturing,Total
S92000003,2002,Count,million pounds (GBP),23930,Total Manufacturing,Total
S92000003,2002,Count,million pounds (GBP),6235,Total Manufacturing,Non-EU
S92000003,2017,Count,million pounds (GBP),28370,Total Manufacturing,Total
S92000003,2003,Count,million pounds (GBP),5920,Total Manufacturing,Non-EU
S92000003,2003,Count,million pounds (GBP),8915,Total Manufacturing,Rest of UK
S92000003,2004,Count,million pounds (GBP),5640,Total Manufacturing,Non-EU
S92000003,2006,Count,million pounds (GBP),21010,Total Manufacturing,Total
S92000003,2008,Count,million pounds (GBP),2835,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2007,Count,million pounds (GBP),2870,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2005,Count,million pounds (GBP),1180,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2014,Count,million pounds (GBP),5195,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2009,Count,million pounds (GBP),3090,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2010,Count,million pounds (GBP),2600,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2005,Count,million pounds (GBP),1870,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2013,Count,million pounds (GBP),1995,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2014,Count,million pounds (GBP),1990,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2014,Count,million pounds (GBP),8965,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2011,Count,million pounds (GBP),8965,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2007,Count,million pounds (GBP),6385,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2006,Count,million pounds (GBP),6015,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2017,Count,million pounds (GBP),3745,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2004,Count,million pounds (GBP),2940,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2007,Count,million pounds (GBP),1495,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2008,Count,million pounds (GBP),1705,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2009,Count,million pounds (GBP),2190,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2010,Count,million pounds (GBP),1830,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2012,Count,million pounds (GBP),1985,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2002,Count,million pounds (GBP),5540,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2015,Count,million pounds (GBP),8950,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2013,Count,million pounds (GBP),9475,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2008,Count,million pounds (GBP),2095,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2015,Count,million pounds (GBP),3230,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2013,Count,million pounds (GBP),3465,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2007,Count,million pounds (GBP),2025,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2013,Count,million pounds (GBP),4015,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2003,Count,million pounds (GBP),1310,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2009,Count,million pounds (GBP),3960,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2010,Count,million pounds (GBP),4430,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2011,Count,million pounds (GBP),3315,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2005,Count,million pounds (GBP),2880,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2011,Count,million pounds (GBP),3610,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2002,Count,million pounds (GBP),1715,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2009,Count,million pounds (GBP),1770,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2017,Count,million pounds (GBP),2235,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2002,Count,million pounds (GBP),2620,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2006,Count,million pounds (GBP),2890,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2003,Count,million pounds (GBP),2545,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2017,Count,million pounds (GBP),9600,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2003,Count,million pounds (GBP),3055,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2010,Count,million pounds (GBP),3660,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2012,Count,million pounds (GBP),3550,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2014,Count,million pounds (GBP),3205,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2004,Count,million pounds (GBP),1290,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2002,Count,million pounds (GBP),1205,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2016,Count,million pounds (GBP),3415,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2004,Count,million pounds (GBP),1655,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2006,Count,million pounds (GBP),1925,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2007,Count,million pounds (GBP),3520,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2012,Count,million pounds (GBP),5535,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2003,Count,million pounds (GBP),1745,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2005,Count,million pounds (GBP),3055,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2015,Count,million pounds (GBP),5195,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2013,Count,million pounds (GBP),5460,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2006,Count,million pounds (GBP),3130,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2003,Count,million pounds (GBP),5600,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2016,Count,million pounds (GBP),3655,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2004,Count,million pounds (GBP),2545,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2017,Count,million pounds (GBP),5855,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2012,Count,million pounds (GBP),9295,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2016,Count,million pounds (GBP),9055,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2015,Count,million pounds (GBP),3755,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2009,Count,million pounds (GBP),7055,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2015,Count,million pounds (GBP),1965,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2017,Count,million pounds (GBP),3620,"Food Products, Beverages and Tobacco Products (Section CA)",Non-EU
S92000003,2016,Count,million pounds (GBP),5400,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2002,Count,million pounds (GBP),2920,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2006,Count,million pounds (GBP),1205,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2011,Count,million pounds (GBP),5360,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2010,Count,million pounds (GBP),8095,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2011,Count,million pounds (GBP),2045,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2008,Count,million pounds (GBP),6635,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2016,Count,million pounds (GBP),1985,"Food Products, Beverages and Tobacco Products (Section CA)",EU
S92000003,2012,Count,million pounds (GBP),3760,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2014,Count,million pounds (GBP),3775,"Food Products, Beverages and Tobacco Products (Section CA)",Rest of UK
S92000003,2008,Count,million pounds (GBP),3800,"Food Products, Beverages and Tobacco Products (Section CA)",International
S92000003,2005,Count,million pounds (GBP),5935,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2004,Count,million pounds (GBP),5485,"Food Products, Beverages and Tobacco Products (Section CA)",Total
S92000003,2007,Count,million pounds (GBP),1630,"Utilities (Section D,E)",Rest of UK
S92000003,2013,Count,million pounds (GBP),5645,"Utilities (Section D,E)",Rest of UK
S92000003,2005,Count,million pounds (GBP),80,"Utilities (Section D,E)",EU
S92000003,2012,Count,million pounds (GBP),4845,"Utilities (Section D,E)",Rest of UK
S92000003,2004,Count,million pounds (GBP),70,"Utilities (Section D,E)",EU
S92000003,2010,Count,million pounds (GBP),3280,"Utilities (Section D,E)",Rest of UK
S92000003,2011,Count,million pounds (GBP),4830,"Utilities (Section D,E)",Rest of UK
S92000003,2005,Count,million pounds (GBP),1440,"Utilities (Section D,E)",Rest of UK
S92000003,2005,Count,million pounds (GBP),15,"Utilities (Section D,E)",Non-EU
S92000003,2002,Count,million pounds (GBP),15,"Utilities (Section D,E)",Non-EU
S92000003,2016,Count,million pounds (GBP),120,"Utilities (Section D,E)",Non-EU
S92000003,2013,Count,million pounds (GBP),95,"Utilities (Section D,E)",Non-EU
S92000003,2014,Count,million pounds (GBP),110,"Utilities (Section D,E)",Non-EU
S92000003,2017,Count,million pounds (GBP),5340,"Utilities (Section D,E)",Total
S92000003,2011,Count,million pounds (GBP),285,"Utilities (Section D,E)",International
S92000003,2008,Count,million pounds (GBP),1975,"Utilities (Section D,E)",Rest of UK
S92000003,2004,Count,million pounds (GBP),5,"Utilities (Section D,E)",Non-EU
S92000003,2017,Count,million pounds (GBP),5095,"Utilities (Section D,E)",Rest of UK
S92000003,2015,Count,million pounds (GBP),5625,"Utilities (Section D,E)",Rest of UK
S92000003,2009,Count,million pounds (GBP),3490,"Utilities (Section D,E)",Rest of UK
S92000003,2015,Count,million pounds (GBP),120,"Utilities (Section D,E)",Non-EU
S92000003,2010,Count,million pounds (GBP),45,"Utilities (Section D,E)",Non-EU
S92000003,2003,Count,million pounds (GBP),65,"Utilities (Section D,E)",EU
S92000003,2014,Count,million pounds (GBP),4345,"Utilities (Section D,E)",Rest of UK
S92000003,2002,Count,million pounds (GBP),1370,"Utilities (Section D,E)",Rest of UK
S92000003,2011,Count,million pounds (GBP),195,"Utilities (Section D,E)",EU
S92000003,2012,Count,million pounds (GBP),5205,"Utilities (Section D,E)",Total
S92000003,2015,Count,million pounds (GBP),165,"Utilities (Section D,E)",EU
S92000003,2002,Count,million pounds (GBP),1465,"Utilities (Section D,E)",Total
S92000003,2010,Count,million pounds (GBP),175,"Utilities (Section D,E)",EU
S92000003,2006,Count,million pounds (GBP),1910,"Utilities (Section D,E)",Total
S92000003,2009,Count,million pounds (GBP),3750,"Utilities (Section D,E)",Total
S92000003,2017,Count,million pounds (GBP),125,"Utilities (Section D,E)",EU
S92000003,2003,Count,million pounds (GBP),1750,"Utilities (Section D,E)",Total
S92000003,2010,Count,million pounds (GBP),3515,"Utilities (Section D,E)",Total
S92000003,2004,Count,million pounds (GBP),1925,"Utilities (Section D,E)",Total
S92000003,2014,Count,million pounds (GBP),4680,"Utilities (Section D,E)",Total
S92000003,2011,Count,million pounds (GBP),5115,"Utilities (Section D,E)",Total
S92000003,2008,Count,million pounds (GBP),2160,"Utilities (Section D,E)",Total
S92000003,2004,Count,million pounds (GBP),1850,"Utilities (Section D,E)",Rest of UK
S92000003,2013,Count,million pounds (GBP),235,"Utilities (Section D,E)",EU
S92000003,2013,Count,million pounds (GBP),5975,"Utilities (Section D,E)",Total
S92000003,2005,Count,million pounds (GBP),1535,"Utilities (Section D,E)",Total
S92000003,2017,Count,million pounds (GBP),245,"Utilities (Section D,E)",International
S92000003,2016,Count,million pounds (GBP),4200,"Utilities (Section D,E)",Rest of UK
S92000003,2007,Count,million pounds (GBP),105,"Utilities (Section D,E)",EU
S92000003,2009,Count,million pounds (GBP),215,"Utilities (Section D,E)",EU
S92000003,2008,Count,million pounds (GBP),150,"Utilities (Section D,E)",EU
S92000003,2012,Count,million pounds (GBP),265,"Utilities (Section D,E)",EU
S92000003,2016,Count,million pounds (GBP),4460,"Utilities (Section D,E)",Total
S92000003,2014,Count,million pounds (GBP),220,"Utilities (Section D,E)",EU
S92000003,2017,Count,million pounds (GBP),120,"Utilities (Section D,E)",Non-EU
S92000003,2015,Count,million pounds (GBP),5910,"Utilities (Section D,E)",Total
S92000003,2002,Count,million pounds (GBP),80,"Utilities (Section D,E)",EU
S92000003,2007,Count,million pounds (GBP),1760,"Utilities (Section D,E)",Total
S92000003,2006,Count,million pounds (GBP),100,"Utilities (Section D,E)",EU
S92000003,2016,Count,million pounds (GBP),140,"Utilities (Section D,E)",EU
S92000003,2005,Count,million pounds (GBP),95,"Utilities (Section D,E)",International
S92000003,2003,Count,million pounds (GBP),70,"Utilities (Section D,E)",International
S92000003,2008,Count,million pounds (GBP),185,"Utilities (Section D,E)",International
S92000003,2003,Count,million pounds (GBP),1680,"Utilities (Section D,E)",Rest of UK
S92000003,2014,Count,million pounds (GBP),335,"Utilities (Section D,E)",International
S92000003,2003,Count,million pounds (GBP),5,"Utilities (Section D,E)",Non-EU
S92000003,2006,Count,million pounds (GBP),15,"Utilities (Section D,E)",Non-EU
S92000003,2012,Count,million pounds (GBP),360,"Utilities (Section D,E)",International
S92000003,2002,Count,million pounds (GBP),95,"Utilities (Section D,E)",International
S92000003,2015,Count,million pounds (GBP),285,"Utilities (Section D,E)",International
S92000003,2004,Count,million pounds (GBP),75,"Utilities (Section D,E)",International
S92000003,2016,Count,million pounds (GBP),260,"Utilities (Section D,E)",International
S92000003,2008,Count,million pounds (GBP),35,"Utilities (Section D,E)",Non-EU
S92000003,2009,Count,million pounds (GBP),260,"Utilities (Section D,E)",International
S92000003,2007,Count,million pounds (GBP),130,"Utilities (Section D,E)",International
S92000003,2007,Count,million pounds (GBP),25,"Utilities (Section D,E)",Non-EU
S92000003,2009,Count,million pounds (GBP),45,"Utilities (Section D,E)",Non-EU
S92000003,2006,Count,million pounds (GBP),115,"Utilities (Section D,E)",International
S92000003,2011,Count,million pounds (GBP),85,"Utilities (Section D,E)",Non-EU
S92000003,2006,Count,million pounds (GBP),1795,"Utilities (Section D,E)",Rest of UK
S92000003,2013,Count,million pounds (GBP),330,"Utilities (Section D,E)",International
S92000003,2010,Count,million pounds (GBP),235,"Utilities (Section D,E)",International
S92000003,2012,Count,million pounds (GBP),85,"Utilities (Section D,E)",Non-EU
S92000003,2014,Count,million pounds (GBP),4235,Total Services,EU
S92000003,2004,Count,million pounds (GBP),2295,Total Services,EU
S92000003,2011,Count,million pounds (GBP),4115,Total Services,EU
S92000003,2014,Count,million pounds (GBP),27150,Total Services,Rest of UK
S92000003,2012,Count,million pounds (GBP),4090,Total Services,EU
S92000003,2005,Count,million pounds (GBP),2525,Total Services,EU
S92000003,2017,Count,million pounds (GBP),12010,Total Services,International
S92000003,2008,Count,million pounds (GBP),25390,Total Services,Rest of UK
S92000003,2009,Count,million pounds (GBP),23925,Total Services,Rest of UK
S92000003,2009,Count,million pounds (GBP),3390,Total Services,EU
S92000003,2016,Count,million pounds (GBP),4555,Total Services,EU
S92000003,2013,Count,million pounds (GBP),4265,Total Services,EU
S92000003,2012,Count,million pounds (GBP),24520,Total Services,Rest of UK
S92000003,2005,Count,million pounds (GBP),26065,Total Services,Total
S92000003,2015,Count,million pounds (GBP),4430,Total Services,EU
S92000003,2014,Count,million pounds (GBP),11155,Total Services,International
S92000003,2004,Count,million pounds (GBP),22200,Total Services,Rest of UK
S92000003,2009,Count,million pounds (GBP),8105,Total Services,International
S92000003,2002,Count,million pounds (GBP),2525,Total Services,EU
S92000003,2014,Count,million pounds (GBP),38305,Total Services,Total
S92000003,2010,Count,million pounds (GBP),3275,Total Services,EU
S92000003,2007,Count,million pounds (GBP),26150,Total Services,Rest of UK
S92000003,2007,Count,million pounds (GBP),6685,Total Services,International
S92000003,2005,Count,million pounds (GBP),5585,Total Services,International
S92000003,2003,Count,million pounds (GBP),17200,Total Services,Rest of UK
S92000003,2006,Count,million pounds (GBP),6400,Total Services,International
S92000003,2008,Count,million pounds (GBP),7545,Total Services,International
S92000003,2016,Count,million pounds (GBP),38780,Total Services,Total
S92000003,2008,Count,million pounds (GBP),3085,Total Services,EU
S92000003,2017,Count,million pounds (GBP),28240,Total Services,Rest of UK
S92000003,2004,Count,million pounds (GBP),27560,Total Services,Total
S92000003,2003,Count,million pounds (GBP),22095,Total Services,Total
S92000003,2003,Count,million pounds (GBP),2500,Total Services,EU
S92000003,2006,Count,million pounds (GBP),22420,Total Services,Rest of UK
S92000003,2011,Count,million pounds (GBP),33170,Total Services,Total
S92000003,2017,Count,million pounds (GBP),7020,Total Services,Non-EU
S92000003,2007,Count,million pounds (GBP),2750,Total Services,EU
S92000003,2017,Count,million pounds (GBP),40250,Total Services,Total
S92000003,2006,Count,million pounds (GBP),2695,Total Services,EU
S92000003,2003,Count,million pounds (GBP),2390,Total Services,Non-EU
S92000003,2012,Count,million pounds (GBP),9825,Total Services,International
S92000003,2015,Count,million pounds (GBP),6905,Total Services,Non-EU
S92000003,2008,Count,million pounds (GBP),32935,Total Services,Total
S92000003,2006,Count,million pounds (GBP),28820,Total Services,Total
S92000003,2008,Count,million pounds (GBP),4455,Total Services,Non-EU
S92000003,2015,Count,million pounds (GBP),11335,Total Services,International
S92000003,2015,Count,million pounds (GBP),28300,Total Services,Rest of UK
S92000003,2009,Count,million pounds (GBP),4715,Total Services,Non-EU
S92000003,2002,Count,million pounds (GBP),2320,Total Services,Non-EU
S92000003,2003,Count,million pounds (GBP),4890,Total Services,International
S92000003,2011,Count,million pounds (GBP),23955,Total Services,Rest of UK
S92000003,2011,Count,million pounds (GBP),5100,Total Services,Non-EU
S92000003,2012,Count,million pounds (GBP),34345,Total Services,Total
S92000003,2017,Count,million pounds (GBP),4990,Total Services,EU
S92000003,2010,Count,million pounds (GBP),24830,Total Services,Rest of UK
S92000003,2010,Count,million pounds (GBP),33135,Total Services,Total
S92000003,2002,Count,million pounds (GBP),19930,Total Services,Total
S92000003,2015,Count,million pounds (GBP),39635,Total Services,Total
S92000003,2002,Count,million pounds (GBP),4850,Total Services,International
S92000003,2013,Count,million pounds (GBP),25500,Total Services,Rest of UK
S92000003,2014,Count,million pounds (GBP),6915,Total Services,Non-EU
S92000003,2005,Count,million pounds (GBP),3050,Total Services,Non-EU
S92000003,2005,Count,million pounds (GBP),20480,Total Services,Rest of UK
S92000003,2013,Count,million pounds (GBP),36145,Total Services,Total
S92000003,2004,Count,million pounds (GBP),3065,Total Services,Non-EU
