FeatureCode,DateCode,Measurement,Units,Value,Industry Sector (SIC 07),Export Destination
S92000003,2003,Count,million pounds (GBP),2535,Transportation and Storage (Section H),Total
S92000003,2017,Count,million pounds (GBP),1175,Transportation and Storage (Section H),International
S92000003,2007,Count,million pounds (GBP),2465,Transportation and Storage (Section H),Total
S92000003,2015,Count,million pounds (GBP),3320,Transportation and Storage (Section H),Total
S92000003,2005,Count,million pounds (GBP),2140,Transportation and Storage (Section H),Total
S92000003,2009,Count,million pounds (GBP),2700,Transportation and Storage (Section H),Total
S92000003,2006,Count,million pounds (GBP),2540,Transportation and Storage (Section H),Total
S92000003,2012,Count,million pounds (GBP),835,Transportation and Storage (Section H),International
S92000003,2005,Count,million pounds (GBP),580,Transportation and Storage (Section H),International
S92000003,2002,Count,million pounds (GBP),570,Transportation and Storage (Section H),International
S92000003,2003,Count,million pounds (GBP),680,Transportation and Storage (Section H),International
S92000003,2016,Count,million pounds (GBP),480,Transportation and Storage (Section H),Non-EU
S92000003,2003,Count,million pounds (GBP),325,Transportation and Storage (Section H),EU
S92000003,2014,Count,million pounds (GBP),1135,Transportation and Storage (Section H),International
S92000003,2008,Count,million pounds (GBP),900,Transportation and Storage (Section H),International
S92000003,2010,Count,million pounds (GBP),2735,Transportation and Storage (Section H),Total
S92000003,2011,Count,million pounds (GBP),915,Transportation and Storage (Section H),International
S92000003,2010,Count,million pounds (GBP),785,Transportation and Storage (Section H),International
S92000003,2017,Count,million pounds (GBP),3505,Transportation and Storage (Section H),Total
S92000003,2016,Count,million pounds (GBP),1245,Transportation and Storage (Section H),International
S92000003,2002,Count,million pounds (GBP),295,Transportation and Storage (Section H),EU
S92000003,2017,Count,million pounds (GBP),395,Transportation and Storage (Section H),Non-EU
S92000003,2013,Count,million pounds (GBP),1055,Transportation and Storage (Section H),International
S92000003,2011,Count,million pounds (GBP),2230,Transportation and Storage (Section H),Rest of UK
S92000003,2002,Count,million pounds (GBP),1615,Transportation and Storage (Section H),Rest of UK
S92000003,2014,Count,million pounds (GBP),2145,Transportation and Storage (Section H),Rest of UK
S92000003,2005,Count,million pounds (GBP),1560,Transportation and Storage (Section H),Rest of UK
S92000003,2004,Count,million pounds (GBP),1730,Transportation and Storage (Section H),Rest of UK
S92000003,2008,Count,million pounds (GBP),1965,Transportation and Storage (Section H),Rest of UK
S92000003,2009,Count,million pounds (GBP),1830,Transportation and Storage (Section H),Rest of UK
S92000003,2010,Count,million pounds (GBP),1950,Transportation and Storage (Section H),Rest of UK
S92000003,2003,Count,million pounds (GBP),1855,Transportation and Storage (Section H),Rest of UK
S92000003,2016,Count,million pounds (GBP),2305,Transportation and Storage (Section H),Rest of UK
S92000003,2006,Count,million pounds (GBP),1845,Transportation and Storage (Section H),Rest of UK
S92000003,2015,Count,million pounds (GBP),2325,Transportation and Storage (Section H),Rest of UK
S92000003,2012,Count,million pounds (GBP),2430,Transportation and Storage (Section H),Rest of UK
S92000003,2007,Count,million pounds (GBP),1790,Transportation and Storage (Section H),Rest of UK
S92000003,2017,Count,million pounds (GBP),2330,Transportation and Storage (Section H),Rest of UK
S92000003,2013,Count,million pounds (GBP),2245,Transportation and Storage (Section H),Rest of UK
S92000003,2004,Count,million pounds (GBP),460,Mining & Quarrying (Section B),International
S92000003,2012,Count,million pounds (GBP),1590,Mining & Quarrying (Section B),International
S92000003,2010,Count,million pounds (GBP),1385,Mining & Quarrying (Section B),International
S92000003,2003,Count,million pounds (GBP),280,Mining & Quarrying (Section B),Non-EU
S92000003,2008,Count,million pounds (GBP),635,Mining & Quarrying (Section B),International
S92000003,2006,Count,million pounds (GBP),485,Mining & Quarrying (Section B),International
S92000003,2002,Count,million pounds (GBP),430,Mining & Quarrying (Section B),International
S92000003,2004,Count,million pounds (GBP),125,Mining & Quarrying (Section B),EU
S92000003,2007,Count,million pounds (GBP),700,Mining & Quarrying (Section B),International
S92000003,2006,Count,million pounds (GBP),340,Mining & Quarrying (Section B),Non-EU
S92000003,2008,Count,million pounds (GBP),145,Mining & Quarrying (Section B),EU
S92000003,2014,Count,million pounds (GBP),565,Mining & Quarrying (Section B),EU
S92000003,2003,Count,million pounds (GBP),105,Mining & Quarrying (Section B),EU
S92000003,2008,Count,million pounds (GBP),490,Mining & Quarrying (Section B),Non-EU
S92000003,2009,Count,million pounds (GBP),245,Mining & Quarrying (Section B),EU
S92000003,2009,Count,million pounds (GBP),845,Mining & Quarrying (Section B),International
S92000003,2016,Count,million pounds (GBP),515,Mining & Quarrying (Section B),EU
S92000003,2003,Count,million pounds (GBP),385,Mining & Quarrying (Section B),International
S92000003,2015,Count,million pounds (GBP),630,Mining & Quarrying (Section B),EU
S92000003,2011,Count,million pounds (GBP),460,Mining & Quarrying (Section B),EU
S92000003,2003,Count,million pounds (GBP),805,Mining & Quarrying (Section B),Rest of UK
S92000003,2005,Count,million pounds (GBP),515,Mining & Quarrying (Section B),International
S92000003,2014,Count,million pounds (GBP),1995,Mining & Quarrying (Section B),International
S92000003,2008,Count,million pounds (GBP),1420,Mining & Quarrying (Section B),Rest of UK
S92000003,2015,Count,million pounds (GBP),2125,Mining & Quarrying (Section B),International
S92000003,2016,Count,million pounds (GBP),1870,Mining & Quarrying (Section B),International
S92000003,2011,Count,million pounds (GBP),1730,Mining & Quarrying (Section B),International
S92000003,2017,Count,million pounds (GBP),1410,Mining & Quarrying (Section B),Non-EU
S92000003,2017,Count,million pounds (GBP),2175,Mining & Quarrying (Section B),Rest of UK
S92000003,2016,Count,million pounds (GBP),2505,Mining & Quarrying (Section B),Rest of UK
S92000003,2012,Count,million pounds (GBP),2715,Mining & Quarrying (Section B),Rest of UK
S92000003,2013,Count,million pounds (GBP),1655,Mining & Quarrying (Section B),International
S92000003,2017,Count,million pounds (GBP),1940,Mining & Quarrying (Section B),International
S92000003,2007,Count,million pounds (GBP),1170,Mining & Quarrying (Section B),Rest of UK
S92000003,2006,Count,million pounds (GBP),990,Mining & Quarrying (Section B),Rest of UK
S92000003,2010,Count,million pounds (GBP),1105,Mining & Quarrying (Section B),Non-EU
S92000003,2013,Count,million pounds (GBP),2580,Mining & Quarrying (Section B),Rest of UK
S92000003,2009,Count,million pounds (GBP),1960,Mining & Quarrying (Section B),Rest of UK
S92000003,2017,Count,million pounds (GBP),4115,Mining & Quarrying (Section B),Total
S92000003,2015,Count,million pounds (GBP),3040,Mining & Quarrying (Section B),Rest of UK
S92000003,2013,Count,million pounds (GBP),1225,Mining & Quarrying (Section B),Non-EU
S92000003,2005,Count,million pounds (GBP),985,Mining & Quarrying (Section B),Rest of UK
S92000003,2011,Count,million pounds (GBP),1270,Mining & Quarrying (Section B),Non-EU
S92000003,2002,Count,million pounds (GBP),925,Mining & Quarrying (Section B),Rest of UK
S92000003,2010,Count,million pounds (GBP),2805,Mining & Quarrying (Section B),Rest of UK
S92000003,2012,Count,million pounds (GBP),1160,Mining & Quarrying (Section B),Non-EU
S92000003,2007,Count,million pounds (GBP),490,Mining & Quarrying (Section B),Non-EU
S92000003,2015,Count,million pounds (GBP),5160,Mining & Quarrying (Section B),Total
S92000003,2007,Count,million pounds (GBP),210,Mining & Quarrying (Section B),EU
S92000003,2002,Count,million pounds (GBP),1355,Mining & Quarrying (Section B),Total
S92000003,2006,Count,million pounds (GBP),150,Mining & Quarrying (Section B),EU
S92000003,2012,Count,million pounds (GBP),425,Mining & Quarrying (Section B),EU
S92000003,2015,Count,million pounds (GBP),1495,Mining & Quarrying (Section B),Non-EU
S92000003,2010,Count,million pounds (GBP),280,Mining & Quarrying (Section B),EU
S92000003,2016,Count,million pounds (GBP),1355,Mining & Quarrying (Section B),Non-EU
S92000003,2012,Count,million pounds (GBP),4300,Mining & Quarrying (Section B),Total
S92000003,2014,Count,million pounds (GBP),4820,Mining & Quarrying (Section B),Total
S92000003,2013,Count,million pounds (GBP),4235,Mining & Quarrying (Section B),Total
S92000003,2009,Count,million pounds (GBP),2805,Mining & Quarrying (Section B),Total
S92000003,2010,Count,million pounds (GBP),4190,Mining & Quarrying (Section B),Total
S92000003,2004,Count,million pounds (GBP),330,Mining & Quarrying (Section B),Non-EU
S92000003,2016,Count,million pounds (GBP),4375,Mining & Quarrying (Section B),Total
S92000003,2005,Count,million pounds (GBP),365,Mining & Quarrying (Section B),Non-EU
S92000003,2009,Count,million pounds (GBP),600,Mining & Quarrying (Section B),Non-EU
S92000003,2014,Count,million pounds (GBP),2830,Mining & Quarrying (Section B),Rest of UK
S92000003,2011,Count,million pounds (GBP),2725,Mining & Quarrying (Section B),Rest of UK
S92000003,2005,Count,million pounds (GBP),150,Mining & Quarrying (Section B),EU
S92000003,2006,Count,million pounds (GBP),1480,Mining & Quarrying (Section B),Total
S92000003,2005,Count,million pounds (GBP),1505,Mining & Quarrying (Section B),Total
S92000003,2011,Count,million pounds (GBP),4455,Mining & Quarrying (Section B),Total
S92000003,2007,Count,million pounds (GBP),1865,Mining & Quarrying (Section B),Total
S92000003,2014,Count,million pounds (GBP),1430,Mining & Quarrying (Section B),Non-EU
S92000003,2004,Count,million pounds (GBP),840,Mining & Quarrying (Section B),Rest of UK
S92000003,2004,Count,million pounds (GBP),1300,Mining & Quarrying (Section B),Total
S92000003,2002,Count,million pounds (GBP),100,Mining & Quarrying (Section B),EU
S92000003,2003,Count,million pounds (GBP),1190,Mining & Quarrying (Section B),Total
S92000003,2013,Count,million pounds (GBP),430,Mining & Quarrying (Section B),EU
S92000003,2002,Count,million pounds (GBP),330,Mining & Quarrying (Section B),Non-EU
S92000003,2017,Count,million pounds (GBP),530,Mining & Quarrying (Section B),EU
S92000003,2008,Count,million pounds (GBP),2055,Mining & Quarrying (Section B),Total
S92000003,2015,Count,million pounds (GBP),985,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2009,Count,million pounds (GBP),165,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2017,Count,million pounds (GBP),210,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2014,Count,million pounds (GBP),615,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2010,Count,million pounds (GBP),1130,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2016,Count,million pounds (GBP),180,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2016,Count,million pounds (GBP),505,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2015,Count,million pounds (GBP),185,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2009,Count,million pounds (GBP),610,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2015,Count,million pounds (GBP),565,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2003,Count,million pounds (GBP),485,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2015,Count,million pounds (GBP),1735,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2008,Count,million pounds (GBP),360,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2013,Count,million pounds (GBP),660,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2006,Count,million pounds (GBP),285,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Non-EU
S92000003,2002,Count,million pounds (GBP),485,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2017,Count,million pounds (GBP),615,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2014,Count,million pounds (GBP),700,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2009,Count,million pounds (GBP),1175,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2003,Count,million pounds (GBP),125,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
S92000003,2012,Count,million pounds (GBP),660,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Rest of UK
S92000003,2007,Count,million pounds (GBP),940,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2011,Count,million pounds (GBP),1200,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Total
S92000003,2017,Count,million pounds (GBP),630,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",International
S92000003,2011,Count,million pounds (GBP),155,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU
